mph,lat,lon,bz_vz,bz_sp
55.302,42.279118,-83.799365,77.269,111.647
55.923,42.27891,-83.799362,89.105,118.296
56.545,42.27891,-83.799362,80.628,63.383
57.166,42.27891,-83.799362,92.735,114.399
57.166,42.278698,-83.799357,66.396,117.582
57.166,42.278698,-83.799357,88.398,131.046
57.166,42.278698,-83.799357,96.909,50.997
57.166,42.278488,-83.799352,91.484,124.688
56.545,42.278488,-83.799352,77.405,125.171
56.545,42.278488,-83.799352,86.449,66.152
57.166,42.278488,-83.799352,96.715,59.726
57.166,42.278488,-83.799352,76.773,106.798
57.788,42.278488,-83.799352,87.593,123.224
57.166,42.278282,-83.799348,83.649,58.69
56.545,42.278282,-83.799348,85.829,61.854
55.923,42.278282,-83.799348,114.164,119.683
55.302,42.278078,-83.799347,85.579,120.864
54.681,42.278078,-83.799347,165.289,71.631
53.438,42.278078,-83.799347,85.354,51.713
52.195,42.277873,-83.799345,85.439,65.22
50.952,42.277873,-83.799345,74.107,141.643
50.331,42.277873,-83.799345,85.872,52.409
49.088,42.277667,-83.799343,87.552,128.52
47.846,42.277667,-83.799343,85.175,51.124
46.603,42.277667,-83.799343,111.077,76.369
45.981,42.277462,-83.799338,78.672,84.731
45.36,42.277462,-83.799338,87.386,156.071
45.981,42.277462,-83.799338,78.054,125.165
46.603,42.277462,-83.799338,71.612,79.289
47.224,42.277462,-83.799338,86.542,71.393
47.224,42.277462,-83.799338,52.287,70.263
47.846,42.27726,-83.799333,82.598,151.381
47.846,42.27726,-83.799333,95.163,87.99
46.603,42.27726,-83.799333,83.465,57.901
45.981,42.277062,-83.79933,87.445,52.141
44.739,42.277062,-83.79933,77.747,134.396
44.739,42.277062,-83.79933,83.558,58.901
44.739,42.276862,-83.799328,95.267,69.194
44.739,42.276862,-83.799328,140.418,51.504
44.739,42.276862,-83.799328,111.977,118.704
45.36,42.27666,-83.799325,78.306,59.326
45.36,42.27666,-83.799325,89.491,111.004
45.36,42.27666,-83.799325,71.164,117.307
45.981,42.276457,-83.79932,67.305,110.735
45.36,42.276457,-83.79932,85.214,82.979
43.496,42.276457,-83.79932,57.424,125.762
42.875,42.276457,-83.79932,57.716,78.944
42.875,42.276457,-83.79932,106.583,62.382
43.496,42.276457,-83.79932,50.842,65.892
44.117,42.276252,-83.799317,148.388,65.076
44.117,42.276252,-83.799317,60.107,112.127
45.36,42.276252,-83.799317,97.305,51.142
46.603,42.276045,-83.799313,86.429,64.618
47.846,42.276045,-83.799313,134.669,117.377
49.088,42.276045,-83.799313,63.302,120.5
49.71,42.275837,-83.79931,91.434,55.791
50.331,42.275837,-83.79931,85.718,121.992
50.952,42.275837,-83.79931,82.541,115.583
50.952,42.275627,-83.799307,90.717,115.332
50.952,42.275627,-83.799307,85.53,59.233
50.952,42.275627,-83.799307,81.232,129.962
50.331,42.275417,-83.7993,53.869,123.222
49.71,42.275417,-83.7993,81.805,81.954
48.467,42.275417,-83.7993,93.499,69.991
47.846,42.275417,-83.7993,75.143,86.534
47.846,42.275417,-83.7993,49.091,112.615
47.846,42.275417,-83.7993,89.662,63.025
47.224,42.275208,-83.799293,99.171,59.337
46.603,42.275208,-83.799293,89.667,51.805
45.981,42.275208,-83.799293,86.842,129.716
45.981,42.275002,-83.799288,85.214,59.607
45.981,42.275002,-83.799288,71.896,117.458
44.739,42.275002,-83.799288,113.134,55.459
44.739,42.274802,-83.799282,189.645,113.357
44.117,42.274802,-83.799282,134.168,58.907
44.739,42.274802,-83.799282,98.16,58.902
44.117,42.274605,-83.799278,53.915,62.878
43.496,42.274605,-83.799278,93.088,134.522
43.496,42.274605,-83.799278,94.416,56.72
42.253,42.274417,-83.799275,74.916,119.611
41.632,42.274417,-83.799275,98.05,116.916
40.389,42.274417,-83.799275,86.924,77.864
40.389,42.274417,-83.799275,93.705,72.244
39.768,42.274417,-83.799275,140.204,72.83
39.768,42.274417,-83.799275,88.071,78.942
40.389,42.274233,-83.799273,82.347,98.291
40.389,42.274233,-83.799273,80.365,51.628
40.389,42.274233,-83.799273,85.027,66.603
39.146,42.274057,-83.79927,78.347,65.233
35.418,42.274057,-83.79927,112.206,81.287
30.447,42.274057,-83.79927,85.68,72.809
26.098,42.273883,-83.79927,56.267,64.788
21.127,42.273883,-83.79927,60.041,127.789
18.02,42.273883,-83.79927,52.505,127.948
15.534,42.273715,-83.79927,66.553,117.179
13.049,42.273715,-83.79927,58.737,59.896
9.321,42.273715,-83.79927,54.429,116.703
9.321,42.273555,-83.799267,87.962,127.413
10.563,42.273555,-83.799267,90.958,133.151
11.806,42.273555,-83.799267,69.711,55.23
11.806,42.273555,-83.799267,102.719,117.474
13.67,42.273555,-83.799267,155.883,116.579
16.156,42.273555,-83.799267,56.989,50.902
18.641,42.273405,-83.799263,82.093,60.24
21.127,42.273405,-83.799263,89.601,112.79
23.612,42.273405,-83.799263,75.359,120.1
26.098,42.273263,-83.799262,62.285,106.962
27.962,42.273263,-83.799262,84.008,56.485
29.826,42.273263,-83.799262,87.775,115.146
32.311,42.273128,-83.79926,82.904,121.726
33.554,42.273128,-83.79926,59.005,92.592
35.418,42.273128,-83.79926,83.806,119.445
36.661,42.273002,-83.799257,92.319,155.235
38.525,42.273002,-83.799257,86.838,123.578
39.146,42.273002,-83.799257,248.971,130.039
39.768,42.272888,-83.799263,85.396,123.912
41.01,42.272888,-83.799263,90.929,65.453
42.253,42.272888,-83.799263,55.061,61.163
42.875,42.272888,-83.799263,65.421,88.737
42.253,42.272888,-83.799263,86.095,56.807
42.875,42.272888,-83.799263,91.76,118.75
44.117,42.272802,-83.799307,61.662,53.312
45.36,42.272802,-83.799307,75.526,111.382
46.603,42.272802,-83.799307,103.686,121.618
47.846,42.272747,-83.79939,81.807,78.278
48.467,42.272747,-83.79939,99.953,118.901
49.088,42.272747,-83.79939,51.644,130.379
49.71,42.272712,-83.799493,67.672,111.959
50.331,42.272712,-83.799493,104.81,87.473
50.952,42.272712,-83.799493,231.382,144.009
51.574,42.272677,-83.799605,63.539,132.445
51.574,42.272677,-83.799605,80.512,129.249
51.574,42.272677,-83.799605,70.08,56.366
51.574,42.272635,-83.79972,74.147,120.601
50.952,42.272635,-83.79972,78.539,51.311
50.331,42.272635,-83.79972,56.981,115.803
49.71,42.272635,-83.79972,80.499,67.882
48.467,42.272635,-83.79972,100.687,121.751
47.846,42.272635,-83.79972,80.419,123.458
47.846,42.272583,-83.79984,67.21,140.102
47.846,42.272583,-83.79984,69.667,130.196
47.224,42.272583,-83.79984,95.373,130.557
46.603,42.272528,-83.799965,58.112,94.696
46.603,42.272528,-83.799965,81.344,154.858
46.603,42.272528,-83.799965,79.648,64.648
47.224,42.272467,-83.800098,102.837,68.065
48.467,42.272467,-83.800098,60.348,119.007
49.088,42.272467,-83.800098,89.732,73.259
49.71,42.2724,-83.800238,74.648,128.152
49.71,42.2724,-83.800238,85.291,111.184
50.331,42.2724,-83.800238,85.876,125.124
50.331,42.272332,-83.800385,61.919,50.456
50.331,42.272332,-83.800385,93.141,57.729
50.331,42.272332,-83.800385,60.546,111.556
50.952,42.272332,-83.800385,77.807,118.805
51.574,42.272332,-83.800385,81.183,47.136
52.195,42.272332,-83.800385,87.231,110.67
52.817,42.272262,-83.800538,56.503,117.024
52.195,42.272262,-83.800538,90.153,120.974
52.195,42.272262,-83.800538,84.526,54.126
52.195,42.272188,-83.8007,68.504,121.484
51.574,42.272188,-83.8007,74.52,54.025
51.574,42.272188,-83.8007,82.893,79.077
51.574,42.272113,-83.800868,76.467,61.951
51.574,42.272113,-83.800868,131.568,74.045
50.952,42.272113,-83.800868,77.227,115.269
50.331,42.272042,-83.80103,101.956,53.18
50.331,42.272042,-83.80103,78.145,48.315
48.467,42.272042,-83.80103,120.009,113.585
47.224,42.271982,-83.801165,80.772,56.556
45.981,42.271982,-83.801165,95.386,74.84
44.739,42.271982,-83.801165,85.661,125.386
39.146,42.271982,-83.801165,68.443,126.448
32.311,42.271982,-83.801165,95.514,114.867
27.962,42.271982,-83.801165,74.86,84.378
22.991,42.271942,-83.80126,67.813,125.062
18.02,42.271942,-83.80126,107.1,176.0
15.534,42.271942,-83.80126,82.493,72.408
15.534,42.27191,-83.801308,71.751,19267.847
15.534,42.27191,-83.801308,122.264,18303.249
16.777,42.27191,-83.801308,1385.694,17263.404
17.398,42.271882,-83.801317,416.398,16216.53
18.02,42.271882,-83.801317,97.34,15176.597
17.398,42.271882,-83.801317,69.91,14133.135
18.02,42.271862,-83.801293,82.267,13089.635
19.263,42.271862,-83.801293,82.081,12046.583
19.884,42.271862,-83.801293,402.327,10996.399
21.127,42.271855,-83.801255,97.973,9952.843
22.369,42.271855,-83.801255,50.728,8910.783
22.991,42.271855,-83.801255,70.762,7933.096
24.233,42.271855,-83.801255,54.629,6888.632
24.855,42.271855,-83.801255,5020.942,5845.188
26.098,42.271855,-83.801255,4023.366,4798.168
27.34,42.271867,-83.801207,2979.615,3754.396
27.962,42.271867,-83.801207,1933.627,2709.542
29.204,42.271867,-83.801207,886.749,1661.626
29.826,42.271893,-83.801155,51.236,618.406
30.447,42.271893,-83.801155,92.756,129.744
31.069,42.271893,-83.801155,78.901,90.467
31.069,42.271932,-83.801093,111.846,124.95
30.447,42.271932,-83.801093,77.179,126.693
30.447,42.271932,-83.801093,79.775,615.768
30.447,42.271975,-83.801013,124.072,216.095
29.826,42.271975,-83.801013,75.496,153.028
29.204,42.271975,-83.801013,101.914,121.695
28.583,42.272023,-83.800918,75.858,139.807
27.962,42.272023,-83.800918,70.042,64.776
26.719,42.272023,-83.800918,76.336,45.474
26.719,42.272023,-83.800918,91.441,127.453
26.719,42.272023,-83.800918,74.172,132.887
27.34,42.272023,-83.800918,77.013,53.76
27.962,42.272075,-83.800812,86.629,130.767
29.204,42.272075,-83.800812,88.414,168.523
29.826,42.272075,-83.800812,79.067,114.69
30.447,42.27213,-83.800695,73.659,63.298
31.069,42.27213,-83.800695,76.751,141.129
31.069,42.27213,-83.800695,83.877,129.026
31.069,42.272188,-83.800568,68.276,99.74
32.311,42.272188,-83.800568,77.323,125.879
32.311,42.272188,-83.800568,88.892,84.176
31.069,42.27225,-83.800432,76.309,129.53
31.069,42.27225,-83.800432,124.7,77.153
31.069,42.27225,-83.800432,80.785,73.728
30.447,42.272315,-83.800287,85.695,138.002
29.826,42.272315,-83.800287,78.393,135.362
29.826,42.272315,-83.800287,90.67,66.26
29.826,42.272315,-83.800287,78.265,140.318
29.826,42.272315,-83.800287,92.486,57.316
30.447,42.272315,-83.800287,74.161,127.997
29.826,42.272383,-83.800138,65.474,81.401
29.826,42.272383,-83.800138,51.125,87.869
29.204,42.272383,-83.800138,79.056,159.155
29.204,42.272455,-83.79999,72.531,129.308
29.204,42.272455,-83.79999,56.627,72.656
29.826,42.272455,-83.79999,93.544,69.663
29.826,42.272523,-83.79985,86.444,138.203
30.447,42.272523,-83.79985,80.808,69.695
30.447,42.272523,-83.79985,88.477,143.773
30.447,42.272587,-83.799718,80.995,67.919
30.447,42.272587,-83.799718,103.294,131.236
30.447,42.272587,-83.799718,807.555,136.046
30.447,42.27264,-83.7996,110.334,124.089
31.069,42.27264,-83.7996,167.762,63.763
30.447,42.27264,-83.7996,49.639,128.423
31.069,42.27264,-83.7996,85.38,124.367
29.826,42.27264,-83.7996,90.571,78.919
29.204,42.27264,-83.7996,81.448,65.792
29.204,42.27268,-83.799493,165.528,68.705
29.204,42.27268,-83.799493,383.113,49.742
29.204,42.27268,-83.799493,1869.514,74.808
29.826,42.272702,-83.7994,887.026,156.934
29.826,42.272702,-83.7994,165.385,78.318
29.826,42.272702,-83.7994,618.859,74.554
30.447,42.272698,-83.799315,98.034,64.928
31.069,42.272698,-83.799315,463.827,67.522
31.069,42.272698,-83.799315,1388.312,66.64
31.069,42.272668,-83.799248,450.624,67.924
31.069,42.272668,-83.799248,59.353,135.52
31.069,42.272668,-83.799248,52.022,128.164
29.826,42.27262,-83.79921,95.914,86.587
28.583,42.27262,-83.79921,83.523,128.706
28.583,42.27262,-83.79921,77.197,147.647
29.204,42.27262,-83.79921,84.223,89.872
29.204,42.27262,-83.79921,93.381,87.925
29.826,42.27262,-83.79921,87.245,104.387
29.826,42.272555,-83.799197,100.944,79.402
29.204,42.272555,-83.799197,75.894,299.156
29.204,42.272555,-83.799197,263.238,171.296
28.583,42.27248,-83.799195,51.276,145.452
28.583,42.27248,-83.799195,79.531,89.069
28.583,42.27248,-83.799195,101.909,154.635
29.204,42.272395,-83.799197,91.952,720.935
29.204,42.272395,-83.799197,86.226,140.524
29.826,42.272395,-83.799197,85.648,168.018
31.069,42.2723,-83.799198,102.59,164.49
32.311,42.2723,-83.799198,95.177,84.064
33.554,42.2723,-83.799198,81.585,126.713
34.175,42.272197,-83.799198,79.101,132.489
34.797,42.272197,-83.799198,74.824,84.091
35.418,42.272197,-83.799198,85.01,80.017
36.661,42.272197,-83.799198,100.532,130.742
36.661,42.272197,-83.799198,78.866,85.186
36.661,42.272197,-83.799198,71.16,110.602
36.04,42.272087,-83.799198,173.626,1139.078
35.418,42.272087,-83.799198,270.632,1066.374
35.418,42.272087,-83.799198,210.226,990.645
36.04,42.271968,-83.799195,114.272,1218.855
36.04,42.271968,-83.799195,853.09,239.933
36.04,42.271968,-83.799195,1318.398,765.295
36.661,42.271842,-83.799193,278.324,616.227
37.282,42.271842,-83.799193,98.857,4641.477
9.321,42.271842,-83.799193,429.485,71.766
9.321,42.271842,-83.799193,80.84,153.894
8.699,42.271842,-83.799193,80.745,90.892
8.699,42.271842,-83.799193,109.135,85.761
10.563,42.271842,-83.799193,94.24,158.172
13.049,42.271842,-83.799193,77.2,83.218
14.913,42.22258,-83.836848,755.786,69.333
16.777,42.22258,-83.836848,72.193,81.558
17.398,42.22258,-83.836848,89.273,99.973
16.777,42.222537,-83.836847,63.603,178.794
16.156,42.222537,-83.836847,526.232,123.745
16.156,42.222537,-83.836847,62.326,772.646
16.777,42.222495,-83.836847,100.655,7632.7
17.398,42.222495,-83.836847,157.788,6654.856
18.02,42.222495,-83.836847,781.536,5600.929
18.02,42.222455,-83.836847,91.994,4542.986
18.641,42.222455,-83.836847,65.015,3495.497
18.641,42.222455,-83.836847,94.532,2435.262
18.641,42.222415,-83.836848,81.299,1373.609
19.263,42.222415,-83.836848,154.676,298.648
19.263,42.222415,-83.836848,83.098,84.223
19.263,42.222415,-83.836848,125.515,153.305
19.263,42.222415,-83.836848,77.929,85.002
19.884,42.222415,-83.836848,60.662,89.649
21.127,42.222377,-83.83685,80.559,127.741
22.369,42.222377,-83.83685,73.355,204.161
22.991,42.222377,-83.83685,58.249,100.071
23.612,42.22234,-83.836852,97.71,128.606
24.233,42.22234,-83.836852,70.193,138.947
24.855,42.22234,-83.836852,96.972,99.991
25.476,42.222303,-83.836852,77.023,93.439
25.476,42.222303,-83.836852,155.702,106.939
26.098,42.222303,-83.836852,98.82,117.587
26.098,42.222265,-83.83685,273.046,81.178
26.098,42.222265,-83.83685,70.895,97.134
26.098,42.222265,-83.83685,2185.943,138.836
26.098,42.222218,-83.836845,1209.422,155.215
25.476,42.222218,-83.836845,169.653,135.795
24.855,42.222218,-83.836845,56.949,98.56
25.476,42.222218,-83.836845,76.371,82.218
26.098,42.222218,-83.836845,111.307,76.84
26.098,42.222218,-83.836845,75.961,245.371
26.098,42.222163,-83.836843,1656.489,127.412
24.855,42.222163,-83.836843,712.98,125.56
24.233,42.222163,-83.836843,874.824,133.057
24.233,42.222102,-83.836842,51.671,63.968
24.233,42.222102,-83.836842,58.469,127.772
23.612,42.222102,-83.836842,68.587,85.171
23.612,42.222035,-83.836838,109.463,137.788
24.233,42.222035,-83.836838,80.317,68.256
24.855,42.222035,-83.836838,85.707,67.137
24.233,42.221965,-83.836837,121.059,64.097
24.233,42.221965,-83.836837,91.402,128.481
24.233,42.221965,-83.836837,110.115,66.998
24.233,42.221895,-83.836838,82.691,128.679
24.855,42.221895,-83.836838,57.274,118.061
25.476,42.221895,-83.836838,99.337,78.931
24.855,42.221895,-83.836838,86.537,68.195
25.476,42.221895,-83.836838,64.362,128.872
25.476,42.221895,-83.836838,51.413,65.752
26.098,42.221827,-83.83684,92.661,71.829
26.719,42.221827,-83.83684,86.847,72.952
26.719,42.221827,-83.83684,55.304,113.787
26.719,42.221758,-83.83684,60.161,85.314
27.34,42.221758,-83.83684,82.249,88.609
26.719,42.221758,-83.83684,90.134,111.136
27.34,42.22169,-83.83684,71.514,71.206
27.34,42.22169,-83.83684,130.314,122.865
27.962,42.22169,-83.83684,83.68,149.368
27.34,42.221622,-83.83684,114.013,62.582
26.719,42.221622,-83.83684,56.49,68.345
26.098,42.221622,-83.83684,69.091,141.214
26.098,42.22155,-83.83684,91.585,136.014
26.098,42.22155,-83.83684,126.631,90.824
25.476,42.22155,-83.83684,2154.144,137.16
25.476,42.22155,-83.83684,1161.976,128.922
26.098,42.22155,-83.83684,122.173,65.068
26.098,42.22155,-83.83684,100.797,88.29
26.719,42.221477,-83.836838,100.075,75.863
26.098,42.221477,-83.836838,79.819,141.826
26.098,42.221477,-83.836838,94.346,67.011
26.098,42.221402,-83.836835,85.151,124.381
26.719,42.221402,-83.836835,101.587,75.661
27.34,42.221402,-83.836835,145.788,127.404
27.34,42.221325,-83.83683,160.48,64.05
27.962,42.221325,-83.83683,61.582,106.716
28.583,42.221325,-83.83683,86.91,58.435
29.204,42.221248,-83.83683,98.003,212.388
29.204,42.221248,-83.83683,97.13,87.383
29.204,42.221248,-83.83683,2316.526,214.277
27.962,42.221172,-83.836835,1334.962,64.506
27.34,42.221172,-83.836835,267.454,105.849
26.098,42.221172,-83.836835,90.286,90.596
25.476,42.221172,-83.836835,1329.641,97.249
24.233,42.221172,-83.836835,382.135,117.193
22.991,42.221172,-83.836835,57.274,105.053
22.369,42.221092,-83.83684,55.321,153.331
20.505,42.221092,-83.83684,74.636,230.445
19.884,42.221092,-83.83684,204.777,135.293
18.02,42.221013,-83.836842,121.928,68.934
14.292,42.221013,-83.836842,82.825,318.809
9.321,42.221013,-83.836842,86.659,143.968
5.592,42.220933,-83.83684,75.307,148.719
5.592,42.220933,-83.83684,86.276,129.718
5.592,42.220933,-83.83684,71.578,88.896
5.592,42.220852,-83.83684,87.833,193.936
5.592,42.220852,-83.83684,79.81,132.525
6.214,42.220852,-83.83684,58.461,77.953
7.456,42.220768,-83.836838,79.57,140.744
8.699,42.220768,-83.836838,93.902,140.031
9.942,42.220768,-83.836838,66.108,84.741
11.806,42.220768,-83.836838,101.494,130.499
13.049,42.220768,-83.836838,58.764,139.062
13.67,42.220768,-83.836838,70.502,237.954
14.292,42.220682,-83.836835,54.555,264.77
15.534,42.220682,-83.836835,87.468,379.782
16.156,42.220682,-83.836835,80.58,135.427
16.777,42.22059,-83.836833,73.872,132.649
16.777,42.22059,-83.836833,118.587,82.257
17.398,42.22059,-83.836833,77.707,145.762
17.398,42.220497,-83.836832,82.719,130.337
17.398,42.220497,-83.836832,79.294,85.707
18.02,42.220497,-83.836832,67.768,86.119
18.02,42.220402,-83.836827,64.764,145.105
18.641,42.220402,-83.836827,98.532,142.761
19.263,42.220402,-83.836827,73.346,9334.959
19.884,42.220302,-83.836822,78.438,8381.152
20.505,42.220302,-83.836822,101.255,7336.781
21.748,42.220302,-83.836822,213.469,6295.444
21.748,42.220302,-83.836822,57.542,5252.256
21.748,42.220302,-83.836822,57.114,4213.25
22.369,42.220302,-83.836822,80.879,3232.209
22.991,42.220202,-83.836815,85.981,2170.828
24.233,42.220202,-83.836815,101.102,1122.862
24.855,42.220202,-83.836815,81.209,92.302
26.098,42.220098,-83.836807,90.252,147.847
26.719,42.220098,-83.836807,80.651,64.282
27.34,42.220098,-83.836807,66.999,131.884
27.962,42.219993,-83.8368,96.257,125.731
27.962,42.219993,-83.8368,93.761,160.696
28.583,42.219993,-83.8368,72.007,77.718
28.583,42.219888,-83.836793,62.062,76.844
29.204,42.219888,-83.836793,138.51,69.821
29.826,42.219888,-83.836793,14343.725,126.533
29.826,42.219783,-83.836787,13454.746,85.618
29.826,42.219783,-83.836787,12527.331,83.26
29.826,42.219783,-83.836787,11492.356,72.157
29.204,42.219783,-83.836787,10453.986,131.883
27.962,42.219783,-83.836787,9406.495,67.759
26.719,42.219783,-83.836787,8368.387,71.025
26.719,42.219677,-83.836778,7328.666,136.281
26.719,42.219677,-83.836778,6283.932,144.785
26.098,42.219677,-83.836778,5236.801,63.949
26.098,42.219568,-83.836768,4198.414,70.063
25.476,42.219568,-83.836768,3147.386,74.962
24.855,42.219568,-83.836768,2093.51,119.341
24.233,42.21946,-83.83676,1049.431,64.864
24.233,42.21946,-83.83676,198.446,76.557
23.612,42.21946,-83.83676,14854.631,175.495
23.612,42.219353,-83.836755,13810.312,52.611
23.612,42.219353,-83.836755,12766.81,48.74
23.612,42.219353,-83.836755,11721.786,125.285
21.748,42.21925,-83.836755,10739.23,80.334
19.884,42.21925,-83.836755,9696.263,81.934
18.02,42.21925,-83.836755,8659.201,66.295
16.156,42.21925,-83.836755,7594.303,51.222
16.156,42.21925,-83.836755,6547.401,132.414
17.398,42.21925,-83.836755,5503.687,65.265
18.02,42.219148,-83.836755,4459.478,57.717
19.884,42.219148,-83.836755,3405.816,112.382
21.127,42.219148,-83.836755,2503.663,69.876
22.991,42.219047,-83.836753,1437.521,128.802
22.991,42.219047,-83.836753,394.27,126.932
22.991,42.219047,-83.836753,63.605,130.39
22.991,42.218942,-83.83675,56.42,50.428
22.991,42.218942,-83.83675,83.609,63.897
22.991,42.218942,-83.83675,108.885,78.704
22.991,42.218835,-83.836748,76.709,60.845
21.748,42.218835,-83.836748,73.634,65.94
19.884,42.218835,-83.836748,114.987,74.325
18.641,42.21873,-83.836748,61.213,135.747
18.641,42.21873,-83.836748,86.211,107.2
19.263,42.21873,-83.836748,75.579,209.209
19.884,42.21873,-83.836748,67.099,95.367
19.884,42.21873,-83.836748,92.063,725.006
20.505,42.21873,-83.836748,76.14,180.796
21.127,42.218627,-83.836748,101.052,66.162
19.884,42.218627,-83.836748,83.04,105.892
18.02,42.218627,-83.836748,94.789,189.786
16.156,42.218527,-83.836748,54.279,1210.986
15.534,42.218527,-83.836748,62.761,219.409
14.913,42.218527,-83.836748,131.991,63.119
16.156,42.218428,-83.836748,777.412,74.113
17.398,42.218428,-83.836748,69.69,63.694
18.641,42.218428,-83.836748,116.688,141.832
18.641,42.21833,-83.836745,107.582,129.549
19.263,42.21833,-83.836745,105.025,61.256
19.263,42.21833,-83.836745,87.379,73.578
19.263,42.218232,-83.836742,62.002,128.828
19.263,42.218232,-83.836742,115.834,120.776
16.777,42.218232,-83.836742,118.453,53.369
16.777,42.218232,-83.836742,133.024,125.773
17.398,42.218232,-83.836742,86.698,76.179
19.263,42.218232,-83.836742,77.073,86.084
21.127,42.218135,-83.83674,52.577,77.289
23.612,42.218135,-83.83674,182.468,352.977
25.476,42.218135,-83.83674,59.451,146.511
27.34,42.218037,-83.836737,100.904,88.882
28.583,42.218037,-83.836737,87.427,114.414
29.826,42.218037,-83.836737,110.144,196.222
30.447,42.217938,-83.836733,95.703,174.195
30.447,42.217938,-83.836733,87.385,76.067
29.826,42.217938,-83.836733,511.73,72.986
29.826,42.21784,-83.83673,107.62,136.88
30.447,42.21784,-83.83673,51.391,152.758
30.447,42.21784,-83.83673,79.271,177.907
30.447,42.217742,-83.83673,126.038,102.538
31.069,42.217742,-83.83673,84.68,80.062
31.069,42.217742,-83.83673,3917.633,3646.557
31.069,42.217742,-83.83673,2932.878,2679.584
32.311,42.217742,-83.83673,1897.291,1643.841
32.311,42.217742,-83.83673,857.403,618.585
32.311,42.217643,-83.836732,60.765,143.703
32.933,42.217643,-83.836732,230.339,189.11
32.933,42.217643,-83.836732,108.019,77.829
33.554,42.217543,-83.836732,174.471,147.085
33.554,42.217543,-83.836732,170.955,143.991
32.933,42.217543,-83.836732,116.608,69.652
32.933,42.217442,-83.836728,118.058,134.425
33.554,42.217442,-83.836728,77.394,171.491
34.175,42.217442,-83.836728,99.037,125.072
35.418,42.21734,-83.836727,102.918,76.329
36.04,42.21734,-83.836727,99.459,127.749
36.04,42.21734,-83.836727,116.228,137.259
36.04,42.217237,-83.836723,108.56,107.636
36.04,42.217237,-83.836723,99.427,90.236
35.418,42.217237,-83.836723,55.99,134.139
34.797,42.217237,-83.836723,93.918,243.911
34.175,42.217237,-83.836723,96.699,76.443
33.554,42.217237,-83.836723,57.342,145.294
32.933,42.217132,-83.83672,84.936,74.099
32.311,42.217132,-83.83672,97.678,130.569
32.311,42.217132,-83.83672,106.582,85.63
31.69,42.217028,-83.836717,104.976,391.343
29.204,42.217028,-83.836717,185.417,10527.223
27.34,42.217028,-83.836717,161.467,9569.303
25.476,42.216922,-83.836715,3849.229,8532.488
21.127,42.216922,-83.836715,2898.837,7488.708
16.777,42.216922,-83.836715,1852.863,6443.899
13.67,42.216815,-83.836713,814.628,5404.1
12.427,42.216815,-83.836713,81.124,4362.194
11.185,42.216815,-83.836713,99.453,3322.277
11.185,42.216707,-83.836713,124.871,2320.369
11.185,42.216707,-83.836713,159.885,1260.792
13.049,42.216707,-83.836713,81.008,232.192
13.67,42.216707,-83.836713,73.944,83.894
14.292,42.216707,-83.836713,99.007,78.863
15.534,42.216707,-83.836713,182.097,76.988
15.534,42.216595,-83.836712,128.471,145.571
16.156,42.216595,-83.836712,1961.196,143.959
17.398,42.216595,-83.836712,961.009,75.049
19.263,42.216485,-83.83671,46.861,150.647
19.884,42.216485,-83.83671,243.335,180.919
21.127,42.216485,-83.83671,65.871,149.128
21.748,42.216377,-83.836708,63.333,100.642
22.991,42.216377,-83.836708,52.402,133.842
23.612,42.216377,-83.836708,102.063,130.24
24.233,42.216267,-83.836707,180.256,88.467
24.855,42.216267,-83.836707,172.723,99.856
24.233,42.216267,-83.836707,80.549,148.361
22.369,42.216155,-83.836702,84.602,152.369
22.369,42.216155,-83.836702,59.296,108.989
21.748,42.216155,-83.836702,86.485,165.622
21.748,42.216155,-83.836702,91.012,91.122
22.369,42.216155,-83.836702,73.369,153.513
23.612,42.216155,-83.836702,77.87,71.099
24.233,42.216042,-83.836695,349.661,157.754
25.476,42.216042,-83.836695,85.316,148.648
26.719,42.216042,-83.836695,63.295,121.144
26.098,42.215928,-83.83669,87.278,67.494
24.855,42.215928,-83.83669,83.337,136.244
26.098,42.215928,-83.83669,80.918,179.716
26.098,42.215817,-83.836687,109.342,104.255
26.098,42.215817,-83.836687,90.765,133.743
25.476,42.215817,-83.836687,102.587,60.169
24.855,42.215707,-83.836683,74.868,123.246
24.855,42.215707,-83.836683,57.55,58.477
24.855,42.215707,-83.836683,96.449,126.015
26.719,42.215597,-83.836682,118.245,126.965
29.204,42.215597,-83.836682,74.096,113.048
31.069,42.215597,-83.836682,76.444,76.038
32.933,42.215597,-83.836682,82.34,73.23
34.797,42.215597,-83.836682,141.667,150.343
35.418,42.215597,-83.836682,123.637,139.404
35.418,42.21549,-83.836682,81.66,137.789
36.661,42.21549,-83.836682,224.633,62.573
38.525,42.21549,-83.836682,83.597,91.95
39.768,42.215385,-83.83668,90.885,79.344
40.389,42.215385,-83.83668,92.566,89.591
41.01,42.215385,-83.83668,81.734,77.835
42.253,42.215282,-83.836675,103.09,81.118
42.875,42.215282,-83.836675,164.335,81.025
42.875,42.215282,-83.836675,60.053,189.166
43.496,42.215177,-83.836672,380.174,129.363
42.253,42.215177,-83.836672,400.449,82.906
42.253,42.215177,-83.836672,116.359,63.996
42.253,42.215072,-83.83667,103.964,64.704
42.253,42.215072,-83.83667,447.82,72.807
42.253,42.215072,-83.83667,74.234,257.009
41.01,42.215072,-83.83667,2494.739,163.099
40.389,42.215072,-83.83667,1509.962,211.026
40.389,42.215072,-83.83667,464.599,99.712
